date,price,price_target,price_target_upside,forward_pe_ratio,forward_pe_ratio:median:3,forward_ps_ratio,forward_ps_ratio:median:3,market_cap,sales_est_2fy_avg,eps_est_2fy_avg,eps_est_2y_num_est,eps_est_long_term_growth_num_est,eps_est_long_term_growth,cfo_per_share_est_2fy_avg,price_target_upside_mean_upper,price_target_upside_std_upper,price_target_upside_mean_lower,price_target_upside_std_lower,price_target_upside_upper_band,price_target_upside_lower_band
2014-03-13,8.0,7.75,-3.125,177.7778,177.7778,7.1179,0.504,827814248.0,101.2808,175.9804,1.0,1.0,35.0,152.7228,204.0619166666667,335.780300445976,-16.22794126984127,30.25085366567128,539.8422171126427,-46.47879493551255
2014-03-14,6.71,7.75,15.4993,149.1111,163.4445,5.9702,0.504,694329200.51,101.2808,175.9804,1.0,1.0,35.0,152.7228,203.82422857142856,335.8714628237324,-16.161620634920634,30.311599872380626,539.6956913951609,-46.47322050730126
2014-03-17,6.5099,7.75,19.0494,144.6644,149.1111,5.7921,0.5029,673623496.6319,101.2808,175.9804,1.0,1.0,35.0,152.7228,203.61952063492063,335.9527279483316,-16.070477777777775,30.40064915547489,539.5722485832522,-46.47112693325267
2014-03-18,5.96,7.75,30.0336,132.4444,146.8877,5.3029,0.504,616721614.76,101.2808,175.9804,1.0,1.0,35.0,152.7228,203.43165257936508,336.023404648786,-15.806514285714284,30.65638655907654,539.4550572281511,-46.46290084479082
2014-03-19,6.21,7.75,24.7987,138.0,144.6644,5.5253,0.505,642590810.01,101.2808,175.9804,1.0,1.0,35.0,152.7228,203.238351984127,336.0982275766834,-15.616368253968256,30.83424927110499,539.3365795608104,-46.45061752507325
2014-03-20,5.9701,7.75,29.8136,132.6689,141.3322,5.3118,0.505,617766730.2481,101.2808,175.9804,1.0,1.0,35.0,152.7228,203.0550015873016,336.1677103528769,-15.393203968253967,31.06146074240229,539.2227119401786,-46.45466471065626
2014-03-21,5.94,7.75,30.4714,132.0,138.0,5.2851,0.505,614652079.14,101.2808,175.9804,1.0,1.0,35.0,152.7228,202.86548313492065,336.2381608632284,-15.128500793650794,31.310059220159488,539.1036439981491,-46.43856001381028
2014-03-24,5.69,7.75,36.2039,126.4444,135.3344,5.0626,0.5029,588782883.89,101.2808,175.9804,1.0,1.0,35.0,152.7228,202.6716057539683,336.3061599501935,-14.882939682539682,31.59133705604097,538.9777657041618,-46.474276738580656
2014-03-25,8.48,7.75,-8.6085,188.4444,138.0,7.545,0.504,877483102.88,101.2808,175.9804,1.0,1.0,35.0,152.7228,202.35998730158727,336.42924443574447,-14.979620634920634,31.553019530388298,538.7892317373318,-46.53264016530893
2014-03-26,6.45,7.75,20.155,143.3333,140.6666,5.7388,0.505,667425237.45,101.2808,175.9804,1.0,1.0,35.0,152.7228,202.0355172619048,336.5261344881966,-14.8329753968254,31.673761483474056,538.5616517501014,-46.50673688029946
2014-03-27,6.89,7.75,12.4819,153.1111,143.3333,6.1303,0.505,712955021.09,101.2808,175.9804,1.0,1.0,35.0,152.7228,201.6918021825397,336.63128758957623,-14.69611984126984,31.754774351264693,538.323089772116,-46.45089419253453
2014-03-28,6.9,7.75,12.3188,153.3333,143.9988,6.1392,0.505,713989788.9,101.2808,175.9804,1.0,1.0,35.0,152.7228,201.3673115079365,336.7350418073022,-14.552252380952382,31.836321388180657,538.1023533152387,-46.38857376913304
2014-03-31,7.1,7.75,9.1549,157.7778,144.6644,6.3172,0.5029,734685145.1,101.2808,175.9804,1.0,1.0,35.0,152.7228,201.0003220238095,336.84373151565813,-14.3633126984127,31.906292945650275,537.8440535394676,-46.26960564406298
2014-04-01,7.54,7.75,2.7851,167.5556,146.8877,6.7086,0.504,780214928.74,101.2808,175.9804,1.0,1.0,35.0,152.7228,200.58422103174604,336.9590078311466,-14.19105873015873,31.94007104237463,537.5432288628926,-46.13112977253336
2014-04-02,7.48,7.75,3.6096,166.2222,149.1111,6.6553,0.505,774006321.88,101.2808,175.9804,1.0,1.0,35.0,152.7228,200.19751884920635,337.0732112466008,-14.03756746031746,31.979061018825863,537.2707300958072,-46.01662847914332
2014-04-03,7.63,7.75,1.5727,169.5556,151.1111,6.7887,0.505,789527839.03,101.2808,175.9804,1.0,1.0,35.0,152.7228,199.9446718253968,337.174499576572,-13.911707142857145,32.009269394085266,537.1191714019687,-45.920976536942405
